,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
58,HD 11506 b,,4.83,,,1622.1,2.9,0.3743,Msini,0.0,,,0.52,-0.52,,,2.1,-2.1,0.14,-0.14,Radial Velocity,Ground,W. M. Keck Observatory,,78.17,2007,0,,,HD 11506,1.34,1.24,G0 V,6030.0,[Fe/H],0.05,-0.05,0.18,-0.18,Ment et al. 2018
59,HD 11506 c,,0.408,,,223.41,0.774,0.193,Msini,0.0,,,0.057,-0.057,,,0.32,-0.32,0.038,-0.038,Radial Velocity,Ground,W. M. Keck Observatory,,12.1,2008,0,,,HD 11506,1.34,1.24,G0 V,6030.0,[Fe/H],0.05,-0.05,0.18,-0.18,Ment et al. 2018
60,HD 11977 b,,6.54,,,711.0,1.93,0.4,Msini,0.0,,,,,,,8.0,-8.0,,,Radial Velocity,Ground,La Silla Observatory,,105.0,2005,0,,,HD 11977,10.09,1.91,G8 III/IV,4970.0,[Fe/H],0.32,-0.32,0.21,-0.21,Setiawan et al. 2005
61,HD 11964 b,,0.622,,,1945.0,3.16,0.041,Msini,0.0,,,0.056,-0.056,,,26.0,-26.0,0.19,-0.19,Radial Velocity,Ground,W. M. Keck Observatory,,9.41,2005,0,,,HD 11964,,1.12,G8 IV,5349.0,[Fe/H],,,,,Wright et al. 2009
62,HD 11964 c,,0.0788,,,37.91,0.229,0.3,Msini,0.0,,,0.0097,-0.0097,,,0.041,-0.041,0.013,-0.013,Radial Velocity,Ground,W. M. Keck Observatory,,4.65,2008,0,,,HD 11964,,1.12,G8 IV,5349.0,[Fe/H],,,,,Wright et al. 2009
63,HD 12661 b,,2.43,,,262.70862,0.84,0.38,Msini,0.0,,,0.14,-0.14,,,0.083,-0.083,0.02,-0.02,Radial Velocity,Ground,Multiple Observatories,,73.6,2000,0,,,HD 12661,1.2,1.2,K0,5645.0,[Fe/H],0.02,-0.02,0.1,-0.1,Stassun et al. 2017
64,HD 12661 c,,1.812,,,1708.0,2.8145,0.031,Msini,0.0,,,0.048,-0.048,,,14.0,-14.0,0.0238,-0.0238,Radial Velocity,Ground,Multiple Observatories,,30.41,2002,0,,,HD 12661,1.2,1.2,K0,5645.0,[Fe/H],0.02,-0.02,0.1,-0.1,Liu et al. 2014
65,HD 13189 b,,10.95,,,471.60001,1.25,0.27,Msini,0.0,,,2.92,-2.92,,,6.0,-6.0,0.08,-0.08,Radial Velocity,Ground,Thueringer Landessternwarte Tautenburg,,173.3,2005,0,,,HD 13189,38.41,2.24,K2,4175.0,[Fe/H],4.84,-4.84,0.88,-0.88,Stassun et al. 2017
66,HD 13908 b,,0.865,,,19.382,0.154,0.02,Msini,0.0,,,0.035,-0.035,,,0.006,-0.006,0.0025,-0.0025,Radial Velocity,Ground,Haute-Provence Observatory,,55.3,2013,0,,,HD 13908,1.67,1.29,F8 V,6255.0,[Fe/H],0.1,-0.1,0.04,-0.04,Moutou et al. 2014
67,HD 13908 c,,5.13,,,931.0,2.03,0.12,Msini,0.0,,,0.25,-0.25,,,17.0,-17.0,0.04,-0.04,Radial Velocity,Ground,Haute-Provence Observatory,,90.9,2013,0,,,HD 13908,1.67,1.29,F8 V,6255.0,[Fe/H],0.1,-0.1,0.04,-0.04,Moutou et al. 2014
68,HD 13931 b,,2.2,,,4218.0,5.15,0.02,Msini,0.0,,,0.21,-0.21,,,390.0,-390.0,0.33,-0.33,Radial Velocity,Ground,W. M. Keck Observatory,,23.3,2009,0,,,HD 13931,1.25,1.3,G0,5867.0,[Fe/H],0.02,-0.02,0.13,-0.13,Stassun et al. 2017
69,HD 14067 b,,7.8,,,1455.0,3.4,0.533,Msini,0.0,,,0.7,-0.7,,,13.0,-12.0,0.1,-0.1,Radial Velocity,Ground,Okayama Astrophysical Observatory,,92.2,2014,0,,,HD 14067,12.4,2.4,G9 III,4815.0,[Fe/H],1.1,-1.1,0.2,-0.2,Wang et al. 2014
70,HD 16141 b,,0.26,,,75.523,0.36,0.25,Msini,0.0,,,0.02,-0.02,,,0.055,-0.055,0.01,-0.01,Radial Velocity,Ground,W. M. Keck Observatory,,12.0,2000,0,,,HD 16141,1.48,1.11,G5 IV,5757.0,[Fe/H],0.02,-0.02,0.06,-0.06,Stassun et al. 2017
71,HD 16417 b,,0.0696,,,17.24,0.14,0.2,Msini,0.0,,,0.0063,-0.0063,,,0.01,-0.01,0.01,-0.01,Radial Velocity,Ground,Anglo-Australian Telescope,,5.0,2008,0,,,HD 16417,,1.2,G1 V,,[Fe/H],,,,,O'Toole et al. 2009
72,HD 217786 b,,13.0,,,1319.0,2.38,0.4,Msini,0.0,,,0.8,-0.8,,,4.0,-4.0,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,261.0,2011,0,,,HD 217786,1.27,1.02,F8 V,5966.0,[Fe/H],0.06,-0.06,0.03,-0.03,Moutou et al. 2011
73,HD 218566 b,,0.2,,,225.7,0.69,0.3,Msini,0.0,,,0.06,-0.06,,,0.4,-0.4,0.01,-0.01,Radial Velocity,Ground,W. M. Keck Observatory,,8.3,2010,0,,,HD 218566,0.85,0.76,K3 V,4730.0,[Fe/H],0.04,-0.04,0.32,-0.32,Stassun et al. 2017
74,HD 219077 b,,10.39,,,5501.0,6.22,0.77,Msini,0.0,,,0.09,-0.09,,,130.0,-119.0,0.09,-0.09,Radial Velocity,Ground,La Silla Observatory,,181.4,2012,0,,,HD 219077,1.91,1.05,G8 V,5362.0,[Fe/H],0.03,-0.03,0.02,-0.02,Marmier et al. 2013
75,HD 219415 b,,1.0,,,2093.3,3.2,0.4,Msini,0.0,,,,,,,32.7,-32.7,,,Radial Velocity,Ground,McDonald Observatory,,18.2,2012,0,,,HD 219415,2.9,1.0,K0 III,4820.0,[Fe/H],0.4,-0.4,0.1,-0.1,Gettel et al. 2012
76,HD 219828 b,,0.066,,,3.83492,0.0507,0.101,Msini,0.0,,,0.012,-0.012,,,0.00014,-0.00014,0.0029,-0.0029,Radial Velocity,Ground,La Silla Observatory,,7.73,2007,0,,,HD 219828,1.61,1.18,G0 IV,5807.0,[Fe/H],0.1,-0.1,0.2,-0.2,Ment et al. 2018
77,HD 220074 b,,16.64,,,672.09998,1.6,0.14,Msini,0.0,,,13.26,-13.26,,,3.7,-3.7,0.13,-0.13,Radial Velocity,Ground,Bohyunsan Optical Astronomical Observatory,,230.8,2012,0,,,HD 220074,54.92,2.2,M2 III,3787.0,[Fe/H],8.76,-8.76,2.62,-2.62,Stassun et al. 2017
78,HD 220689 b,,1.118,,,2266.4,3.396,0.054,Msini,0.0,,,0.035,-0.035,,,65.84,-58.77,0.084,-0.081,Radial Velocity,Ground,La Silla Observatory,,17.12,2012,0,,,HD 220689,1.07,1.02,G3 V,5921.0,[Fe/H],0.05,-0.05,0.05,-0.05,Barbato et al. 2018
79,HD 220773 b,,1.45,,,3724.7,4.94,0.51,Msini,0.0,,,0.3,-0.3,,,463.0,-463.0,0.2,-0.2,Radial Velocity,Ground,McDonald Observatory,,20.0,2011,0,,,HD 220773,,1.16,F9,5940.0,[Fe/H],,,,,Robertson et al. 2012
80,HD 221287 b,,3.09,,,456.1,1.25,0.08,Msini,0.0,,,0.79,-0.79,,,7.7,-5.8,0.04,-0.04,Radial Velocity,Ground,La Silla Observatory,,71.0,2007,0,,,HD 221287,,1.25,F7 V,6304.0,[Fe/H],,,0.1,-0.1,Naef et al. 2007
81,HD 222155 b,,2.12,,,3999.0,5.14,0.16,Msini,0.0,,,0.5,-0.5,,,500.0,-500.0,0.46,-0.46,Radial Velocity,Ground,Haute-Provence Observatory,,24.2,2011,0,,,HD 222155,1.85,1.21,G2 V,5701.0,[Fe/H],0.04,-0.04,0.1,-0.1,Stassun et al. 2017
82,HD 222582 b,,8.37,,,572.38,1.34,0.73,Msini,0.0,,,0.4,-0.4,,,0.61,-0.61,0.02,-0.02,Radial Velocity,Ground,W. M. Keck Observatory,,276.3,1999,0,,,HD 222582,1.13,1.12,G5 V,5790.0,[Fe/H],0.02,-0.02,0.06,-0.06,Stassun et al. 2017
83,HD 224693 b,,0.7,,,26.6904,0.191,0.104,Msini,0.0,,,0.12,-0.12,,,0.0019,-0.0019,0.014,-0.014,Radial Velocity,Ground,W. M. Keck Observatory,,39.96,2006,0,,,HD 224693,1.93,1.31,G2 V,5894.0,[Fe/H],0.18,-0.18,0.29,-0.29,Ment et al. 2018
84,HD 231701 b,,1.13,,,141.63,0.567,0.13,Msini,0.0,,,0.25,-0.25,,,0.067,-0.067,0.053,-0.053,Radial Velocity,Ground,W. M. Keck Observatory,,39.2,2007,0,,,HD 231701,1.53,1.21,F8 V,6101.0,[Fe/H],0.2,-0.2,0.34,-0.34,Ment et al. 2018
85,HD 233604 b,,6.575,,,192.0,0.747,0.05,Msini,0.0,,,,,,,0.22,-0.22,,,Radial Velocity,Ground,McDonald Observatory,,177.8,2013,0,,,HD 233604,10.9,1.5,K5,4791.0,[Fe/H],0.6,-0.6,0.3,-0.3,Nowak et al. 2013
86,HD 240210 b,,5.21,,,501.75,1.16,0.15,Msini,0.0,,,,,,,2.33,-2.33,,,Radial Velocity,Ground,McDonald Observatory,,161.89,2009,0,,,HD 240210,,0.82,K3 III,4297.0,[Fe/H],,,0.15,-0.15,Niedzielski et al. 2009
87,HD 240237 b,,15.89,,,745.70001,1.92,0.4,Msini,0.0,,,5.58,-5.58,,,14.0,-14.0,0.16,-0.16,Radial Velocity,Ground,McDonald Observatory,,91.5,2011,0,,,HD 240237,71.23,8.76,K2 III,3926.0,[Fe/H],17.07,-17.07,4.21,-4.21,Stassun et al. 2017
88,HD 290327 b,,2.43,,,2443.0,3.43,0.08,Msini,0.0,,,0.42,-0.42,,,160.0,-160.0,0.16,-0.16,Radial Velocity,Ground,La Silla Observatory,,41.3,2009,0,,,HD 290327,0.95,0.84,G8 V,5505.0,[Fe/H],0.03,-0.03,0.2,-0.2,Stassun et al. 2017
89,HD 285968 b,,0.026,,,8.7836,0.066,0.0,Msini,0.0,,,,,,,0.0054,-0.0054,,,Radial Velocity,Ground,La Silla Observatory,,4.12,2008,0,,,HD 285968,0.45,0.45,M2 V,3679.0,[Fe/H],0.02,-0.02,,,Forveille et al. 2009
99,Kepler-93 c,,3.0,,,1460.0,,,Mass,-1.0,,,,,,,,,,,Radial Velocity,Ground,W. M. Keck Observatory,,60.0,2014,0,,,Kepler-93,0.98,1.09,,5669.0,[Fe/H],0.04,-0.04,0.14,-0.14,Marcy et al. 2014
101,Kepler-94 c,,9.836,,,820.3,,,Mass,0.0,,,0.629,-0.629,,,3.0,-3.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,262.7,2014,0,,,Kepler-94,0.76,0.81,M0 V,4781.0,[Fe/H],0.03,-0.03,0.06,-0.06,Marcy et al. 2014
105,Kepler-97 c,,1.08,,,789.0,,,Mass,-1.0,,,,,,,,,,,Radial Velocity,Ground,W. M. Keck Observatory,,25.0,2014,0,,,Kepler-97,0.98,0.94,,5779.0,[Fe/H],0.09,-0.09,0.06,-0.06,Marcy et al. 2014
127,HD 16175 b,,5.1,,,990.0,2.12,0.6,Msini,0.0,,,0.81,-0.81,,,20.0,-20.0,0.07,-0.07,Radial Velocity,Ground,Lick Observatory,,94.0,2009,0,,,HD 16175,1.72,1.63,G0,5981.0,[Fe/H],0.03,-0.03,0.14,-0.14,Stassun et al. 2017
128,HD 17092 b,,10.13,,,359.89999,1.31,0.17,Msini,0.0,,,2.29,-2.29,,,2.4,-2.4,0.06,-0.06,Radial Velocity,Ground,McDonald Observatory,,82.4,2007,0,,,HD 17092,13.58,6.73,K0 III,4326.0,[Fe/H],1.27,-1.27,2.24,-2.24,Stassun et al. 2017
129,HD 17156 b,1.1,3.51,,87.82,21.21663,,0.68,Mass,0.0,0.03,-0.03,0.21,-0.21,0.17,-0.17,0.00045,-0.00045,,,Radial Velocity,Ground,Subaru Telescope,,279.8,2007,0,,,HD 17156,1.55,1.41,G0 V,6040.0,[Fe/H],0.04,-0.04,0.12,-0.12,Stassun et al. 2017
130,HD 18742 b,,3.4,,,766.0,1.82,0.04,Msini,0.0,,,1.2,-1.2,,,25.0,-25.0,0.14,-0.14,Radial Velocity,Ground,W. M. Keck Observatory,,61.0,2011,0,,,HD 18742,5.13,1.36,G8/K0 IV,4940.0,,,,,,Luhn et al. 2019
131,HD 19994 b,,1.37,,,466.2,1.305,0.063,Msini,0.0,,,0.12,-0.12,,,1.7,-1.7,0.016,-0.016,Radial Velocity,Ground,La Silla Observatory,,29.3,2003,0,,,HD 19994,,1.36,G0 V,6188.0,[Fe/H],,,0.04,-0.04,Wittenmyer et al. 2009
132,HD 20794 b,,0.0085,,90.0,18.315,0.1207,0.0,Msin(i)/sin(i),0.0,,,0.0009,-0.0009,,,0.008,-0.008,0.002,-0.002,Radial Velocity,Ground,La Silla Observatory,,0.83,2011,0,,,HD 20794,,0.7,G8 V,5401.0,[Fe/H],,,,,Pepe et al. 2011
133,HD 20794 c,,0.0076,,90.0,40.114,0.2036,0.0,Msin(i)/sin(i),0.0,,,0.0013,-0.0013,,,0.053,-0.053,0.0034,-0.0034,Radial Velocity,Ground,La Silla Observatory,,0.56,2011,0,,,HD 20794,,0.7,G8 V,5401.0,[Fe/H],,,,,Pepe et al. 2011
134,HD 20794 d,,0.015,,90.0,90.309,0.3499,0.0,Msin(i)/sin(i),0.0,,,0.002,-0.002,,,0.184,-0.184,0.0059,-0.0059,Radial Velocity,Ground,La Silla Observatory,,0.85,2011,0,,,HD 20794,,0.7,G8 V,5401.0,[Fe/H],,,,,Pepe et al. 2011
135,HD 20782 b,,1.4878,,,597.0643,1.3649,0.95,Msini,0.0,,,0.1045,-0.1066,,,0.0256,-0.0256,0.0466,-0.0495,Radial Velocity,Ground,Anglo-Australian Telescope,,118.43,2006,0,,,HD 20782,1.11,1.07,G3 V,5790.0,[Fe/H],0.01,-0.01,0.07,-0.07,Udry et al. 2019
136,HD 20868 b,,1.25,,,380.85001,0.95,0.75,Msini,0.0,,,0.59,-0.59,,,0.09,-0.09,0.02,-0.02,Radial Velocity,Ground,La Silla Observatory,,100.3,2008,0,,,HD 20868,0.76,0.39,K3/4 IV,4802.0,[Fe/H],0.05,-0.05,0.27,-0.27,Stassun et al. 2017
137,HD 23127 b,,1.527,,,1211.17,2.37,0.406,Msini,0.0,,,0.037,-0.038,,,11.11,-8.91,0.032,-0.032,Radial Velocity,Ground,Anglo-Australian Telescope,,27.72,2006,0,,,HD 23127,1.49,1.21,G2 V,5843.0,[Fe/H],0.1,-0.1,0.04,-0.04,Barbato et al. 2018
138,HD 23079 b,,2.61,,,730.59998,1.6,0.1,Msini,0.0,,,0.11,-0.11,,,5.7,-5.7,0.03,-0.03,Radial Velocity,Ground,Anglo-Australian Telescope,,54.9,2001,0,,,HD 23079,1.07,1.12,F8/G0 V,5974.0,[Fe/H],0.01,-0.01,0.06,-0.06,Stassun et al. 2017
139,HD 22781 b,,13.65,,,528.07,1.167,0.8191,Msini,0.0,,,0.97,-0.97,,,0.14,-0.14,0.039,-0.039,Radial Velocity,Ground,Haute-Provence Observatory,,726.4,2011,0,,,HD 22781,,0.75,K1,5027.0,[Fe/H],,,0.03,-0.03,Diaz et al. 2012
140,HD 23596 b,,9.03,,,1561.0,2.77,0.27,Msini,0.0,,,0.74,-0.74,,,12.0,-12.0,0.05,-0.05,Radial Velocity,Ground,Haute-Provence Observatory,,127.0,2003,0,,,HD 23596,1.53,1.47,F8 V,6040.0,[Fe/H],0.03,-0.03,0.18,-0.18,Stassun et al. 2017
141,HD 24040 b,,3.86,,,3668.0,4.92,0.04,Msini,0.0,,,0.36,-0.36,,,170.0,-170.0,0.21,-0.21,Radial Velocity,Ground,W. M. Keck Observatory,,47.4,2006,0,,,HD 24040,1.3,1.11,G0 V,5802.0,[Fe/H],0.02,-0.02,0.12,-0.12,Stassun et al. 2017
142,HD 25171 b,,0.915,,,1802.29,2.971,0.042,Msini,0.0,,,0.011,-0.012,,,24.12,-22.92,0.033,-0.032,Radial Velocity,Ground,La Silla Observatory,,14.56,2010,0,,,HD 25171,1.23,1.08,F8 V,6125.0,[Fe/H],0.04,-0.04,0.02,-0.02,Barbato et al. 2018
143,HD 27442 b,,1.56,,,428.1,1.271,0.06,Msini,0.0,,,0.14,-0.14,,,1.1,-1.1,0.073,-0.073,Radial Velocity,Ground,Anglo-Australian Telescope,,32.2,2000,0,,,HD 27442,,1.23,K1/2 III,4846.0,[Fe/H],,,,,Butler et al. 2006
144,HD 27631 b,,1.494,,,2198.14,3.242,0.141,Msini,0.0,,,0.042,-0.042,,,54.11,-50.34,0.07,-0.068,Radial Velocity,Ground,La Silla Observatory,,24.51,2012,0,,,HD 27631,0.92,0.94,G3 IV-V,5737.0,[Fe/H],0.03,-0.03,0.03,-0.03,Barbato et al. 2018
145,HD 285507 b,,0.98,,,6.0881,0.06,0.09,Msini,0.0,,,0.1,-0.1,,,0.0018,-0.0018,0.0,0.0,Radial Velocity,Ground,Fred Lawrence Whipple Observatory,,125.8,2013,0,,,HD 285507,0.69,0.82,K4.5 V,4503.0,[Fe/H],0.02,-0.02,0.12,-0.12,Stassun et al. 2017
146,HD 330075 b,,0.48,,,3.38773,0.04,0.0,Msini,0.0,,,0.02,-0.02,,,8e-05,-8e-05,0.0,0.0,Radial Velocity,Ground,La Silla Observatory,,107.0,2004,0,,,HD 330075,0.84,0.47,K1,5000.0,[Fe/H],0.01,-0.01,0.04,-0.04,Stassun et al. 2017
147,HIP 5158 b,,1.42,,,345.72,0.89,0.52,Msini,0.0,,,,,,,5.37,-5.37,,,Radial Velocity,Ground,La Silla Observatory,,,2009,0,,,HIP 5158,,0.78,,4962.0,[Fe/H],,,0.02,-0.02,Lo Curto et al. 2010
148,HIP 5158 c,,15.04,,,9017.76,7.7,0.14,Msini,0.0,,,10.55,-10.55,,,3180.74,-3180.74,1.88,-1.88,Radial Velocity,Ground,La Silla Observatory,,170.54,2011,0,,,HIP 5158,,0.78,,4962.0,[Fe/H],,,0.02,-0.02,Feroz et al. 2011
149,HIP 12961 b,,0.36,,,57.435,0.25,0.17,Msini,0.0,,,0.07,-0.07,,,0.042,-0.042,0.01,-0.01,Radial Velocity,Ground,La Silla Observatory,,24.7,2010,0,,,HIP 12961,0.65,0.69,M0,3901.0,[Fe/H],0.06,-0.06,0.19,-0.19,Stassun et al. 2017
150,HIP 14810 b,,3.9,,,6.673892,0.0696,0.14399,Msini,0.0,,,0.49,-0.49,,,8e-06,-8e-06,0.0044,-0.0044,Radial Velocity,Ground,W. M. Keck Observatory,,423.34,2005,0,,,HIP 14810,1.07,1.01,G5,5544.0,[Fe/H],0.08,-0.08,0.19,-0.19,Ment et al. 2018
151,HIP 14810 c,,1.31,,,147.747,0.549,0.1566,Msini,0.0,,,0.18,-0.18,,,0.029,-0.029,0.034,-0.034,Radial Velocity,Ground,W. M. Keck Observatory,,50.91,2006,0,,,HIP 14810,1.07,1.01,G5,5544.0,[Fe/H],0.08,-0.08,0.19,-0.19,Ment et al. 2018
152,HIP 14810 d,,0.59,,,981.8,1.94,0.185,Msini,0.0,,,0.1,-0.1,,,6.9,-6.9,0.13,-0.13,Radial Velocity,Ground,W. M. Keck Observatory,,12.17,2009,0,,,HIP 14810,1.07,1.01,G5,5544.0,[Fe/H],0.08,-0.08,0.19,-0.19,Ment et al. 2018
153,GJ 1148 b,,0.30425,,,41.38,0.166,0.38,Msini,0.0,,,0.0044399999999999995,-0.00321,,,0.002,-0.001,0.001,-0.001,Radial Velocity,Ground,W. M. Keck Observatory,,38.37,2010,0,,,GJ 1148,0.4,0.35,M4,3264.0,,,,,,Trifonov et al. 2018
154,HIP 57274 b,,0.02,,,8.1352,0.07,0.19,Msini,0.0,,,0.01,-0.01,,,0.004,-0.004,0.0,0.0,Radial Velocity,Ground,W. M. Keck Observatory,,4.6,2011,0,,,HIP 57274,0.78,0.29,K4 V,4510.0,[Fe/H],0.05,-0.05,0.3,-0.3,Stassun et al. 2017
155,HIP 57274 c,,0.40902,,,32.03,0.178,0.05,Msini,0.0,,,0.00944,-0.00944,,,0.02,-0.02,,,Radial Velocity,Ground,W. M. Keck Observatory,,32.4,2011,0,,,HIP 57274,0.78,0.29,K4 V,4510.0,[Fe/H],0.05,-0.05,0.3,-0.3,Fischer et al. 2012
156,HIP 57274 d,,0.5267,,,431.7,1.01,0.27,Msini,0.0,,,0.03,-0.03,,,8.5,-8.5,,,Radial Velocity,Ground,W. M. Keck Observatory,,18.2,2011,0,,,HIP 57274,0.78,0.29,K4 V,4510.0,[Fe/H],0.05,-0.05,0.3,-0.3,Fischer et al. 2012
158,HIP 63242 b,,9.18,,,124.6,0.565,0.23,Msini,0.0,,,,,,,,,,,Radial Velocity,Ground,Multiple Observatories,,287.5,2013,0,,,HIP 63242,,1.54,G8,4830.0,[Fe/H],,,0.05,-0.05,Jones et al. 2013
159,HIP 67851 b,,1.38,,,88.9,0.46,0.05,Msini,0.0,,,0.15,-0.15,,,0.1,-0.1,0.02,-0.02,Radial Velocity,Ground,Multiple Observatories,,45.5,2015,0,,,HIP 67851,5.92,1.63,K0 III,4890.0,[Fe/H],0.44,-0.44,0.22,-0.22,Jones et al. 2015
160,HIP 67851 c,,5.98,,,2131.8,3.82,0.17,Msini,0.0,,,0.76,-0.76,,,88.3,-88.3,0.23,-0.23,Radial Velocity,Ground,Multiple Observatories,,69.0,2015,0,,,HIP 67851,5.92,1.63,K0 III,4890.0,[Fe/H],0.44,-0.44,0.22,-0.22,Jones et al. 2015
161,HIP 70849 b,,9.0,,,17337.5,20.25,0.715,Msini,0.0,,,6.0,-6.0,,,15512.5,-15512.5,15.75,-15.75,Radial Velocity,Ground,La Silla Observatory,,235.0,2009,0,,,HIP 70849,,0.63,K7 V,4105.0,,,,0.03,-0.03,Segransan et al. 2011
162,HD 183263 c,,3.57,,,3070.0,4.35,0.239,Msini,0.0,,,0.55,-0.55,,,110.0,-110.0,0.28,-0.28,Radial Velocity,Ground,W. M. Keck Observatory,,46.3,2008,0,,,HD 183263,1.23,1.31,G2 IV,5948.0,[Fe/H],0.02,-0.02,0.07,-0.07,Wright et al. 2009
199,HD 27894 b,,0.665,,,18.02,0.125,0.047,Msini,0.0,,,0.009,-0.007,,,0.01,-0.02,0.0001,-0.0001,Radial Velocity,Ground,La Silla Observatory,,59.8,2005,0,,,HD 27894,,0.8,K2 V,,[Fe/H],,,,,Trifonov et al. 2017
200,HD 28254 b,,1.16,,,1116.0,2.15,0.81,Msini,0.0,,,0.1,-0.06,,,26.0,-26.0,0.04,-0.05,Radial Velocity,Ground,La Silla Observatory,,37.3,2010,0,,,HD 28254,1.48,1.06,G1 IV/V,5664.0,[Fe/H],0.06,-0.06,,,Naef et al. 2010
201,HD 28185 b,,5.9,,,379.0,1.02,0.05,Msini,0.0,,,0.24,-0.24,,,2.0,-2.0,0.02,-0.02,Radial Velocity,Ground,La Silla Observatory,,163.5,2001,0,,,HD 28185,1.03,1.02,G5,5662.0,[Fe/H],0.01,-0.01,0.06,-0.06,Stassun et al. 2017
202,HD 28678 b,,1.542,,,380.2,1.18,0.149,Msini,0.0,,,0.073,-0.073,,,1.6,-1.6,0.2,-0.2,Radial Velocity,Ground,W. M. Keck Observatory,,32.9,2011,0,,,HD 28678,6.48,1.53,G8 IV,4972.0,,,,,,Luhn et al. 2019
203,HD 30177 b,,8.622,,,2527.83,3.704,0.162,Msini,0.0,,,0.125,-0.126,,,4.71,-4.69,0.027,-0.027,Radial Velocity,Ground,Anglo-Australian Telescope,,125.98,2002,0,,,HD 30177,1.02,1.05,G8 V,5607.0,[Fe/H],0.03,-0.03,0.02,-0.02,Barbato et al. 2018
204,HD 30562 b,,1.22,,,1157.0,2.34,0.76,Msini,0.0,,,0.14,-0.14,,,27.0,-27.0,0.06,-0.06,Radial Velocity,Ground,Lick Observatory,,33.7,2009,0,,,HD 30562,1.61,1.12,F8 V,5882.0,[Fe/H],0.03,-0.03,0.07,-0.07,Stassun et al. 2017
205,HD 30669 b,,0.47,,,1684.0,2.69,0.18,Msini,0.0,,,0.06,-0.06,,,61.0,-61.0,0.08,-0.08,Radial Velocity,Ground,La Silla Observatory,,8.6,2014,0,,,HD 30669,0.91,0.92,G9 V,5400.0,[Fe/H],0.04,-0.04,0.03,-0.03,Moutou et al. 2015
206,HD 30856 b,,1.547,,,847.0,1.85,0.061,Msini,0.0,,,0.091,-0.091,,,20.0,-20.0,0.13,-0.13,Radial Velocity,Ground,W. M. Keck Observatory,,29.9,2011,0,,,HD 30856,4.4,1.17,K0 III,4895.0,,,,,,Luhn et al. 2019
207,HD 31253 b,,0.62,,,466.0,1.26,0.3,Msini,0.0,,,0.12,-0.12,,,3.0,-3.0,0.02,-0.02,Radial Velocity,Ground,W. M. Keck Observatory,,12.0,2010,0,,,HD 31253,1.75,1.7,F8,6130.0,[Fe/H],0.04,-0.04,0.25,-0.25,Stassun et al. 2017
208,HD 32518 b,,3.04,,,157.54,0.59,0.01,Msini,0.0,,,0.68,-0.68,,,0.38,-0.38,0.03,-0.03,Radial Velocity,Ground,Thueringer Landessternwarte Tautenburg,,115.83,2009,0,,,HD 32518,10.22,1.13,K1 III,4580.0,[Fe/H],0.87,-0.87,0.18,-0.18,Dollinger et al. 2009
209,HD 33142 b,,1.385,,,326.0,1.07,0.066,Msini,0.0,,,0.064,-0.064,,,1.2,-1.2,0.09,-0.09,Radial Velocity,Ground,W. M. Keck Observatory,,30.7,2011,0,,,HD 33142,4.45,1.41,K0 III,4978.0,,,,,,Luhn et al. 2019
210,HD 33283 b,,0.329,,,18.1991,0.1508,0.399,Msini,0.0,,,0.071,-0.071,,,0.0017,-0.0017,0.0087,-0.0087,Radial Velocity,Ground,W. M. Keck Observatory,,22.4,2006,0,,,HD 33283,1.97,1.38,G3/G5 V,5935.0,[Fe/H],0.13,-0.13,0.24,-0.24,Ment et al. 2018
211,HD 33564 b,,9.1,,,388.0,1.1,0.34,Msini,0.0,,,,,,,3.0,-3.0,,,Radial Velocity,Ground,Haute-Provence Observatory,,232.0,2005,0,,,HD 33564,,1.25,F7 V,6250.0,[Fe/H],,,0.03,-0.04,Galland et al. 2005
212,HD 34445 b,,0.82,,,1049.0,2.07,0.27,Msini,0.0,,,0.09,-0.09,,,11.0,-11.0,0.04,-0.04,Radial Velocity,Ground,W. M. Keck Observatory,,15.7,2009,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Stassun et al. 2017
213,HD 37124 b,,0.675,,,154.378,0.53364,0.054,Msini,0.0,,,0.017,-0.017,,,0.089,-0.089,0.0002,-0.0002,Radial Velocity,Ground,W. M. Keck Observatory,,28.5,2002,0,,,HD 37124,,0.85,G4 V,,[Fe/H],,,,,Wright et al. 2011
214,HD 37124 c,,0.652,,,885.5,1.71,0.125,Msini,0.0,,,0.052,-0.052,,,5.1,-5.1,0.0065,-0.0065,Radial Velocity,Ground,W. M. Keck Observatory,,15.4,2002,0,,,HD 37124,,0.85,G4 V,,[Fe/H],,,,,Wright et al. 2011
