,pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbincl,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbinclerr1,pl_orbinclerr2,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_discmethod,pl_locale,pl_facility,pl_imppar,pl_rvamp,pl_disc,pl_ttvflag,pl_impparerr1,pl_impparerr2,pl_hostname,st_rad,st_mass,st_spstr,st_teff,st_metratio,st_raderr1,st_raderr2,st_masserr1,st_masserr2,pl_def_refname
3558,HIP 54373 c,,0.03914,,,15.144,0.099,0.2,Msini,0.0,,,0.006640000000000001,-0.006640000000000001,,,0.008,-0.008,0.002,-0.002,Radial Velocity,Ground,Las Campanas Observatory,,4.84,2019,0,,,HIP 54373,,0.57,K5 V,4021.0,,,,0.03,-0.03,Feng et al. 2019
3559,HD 24085 b,,0.03713,,,2.0455,0.034,0.22,Msini,0.0,,,0.00975,-0.00975,,,0.0002,-0.0002,0.001,-0.001,Radial Velocity,Ground,Las Campanas Observatory,,5.4,2019,0,,,HD 24085,,1.22,G0 V,6034.0,,,,0.07,-0.07,Feng et al. 2019
3560,HIP 71135 b,,0.05915,,,87.19,0.335,0.21,Msini,0.0,,,0.0129,-0.0129,,,0.381,-0.381,0.007,-0.007,Radial Velocity,Ground,Las Campanas Observatory,,3.71,2019,0,,,HIP 71135,,0.66,M1,4146.0,,,,0.04,-0.04,Feng et al. 2019
3564,GJ 317 c,,1.6439599999999999,,,6739.323,5.23,0.17,Msini,0.0,,,0.0601,-0.0601,,,143.106,-143.106,0.111,-0.111,Radial Velocity,Ground,W. M. Keck Observatory,,31.97,2018,0,,,GJ 317,,0.42,M2.5 V,,,,,0.02,-0.02,Feng et al. 2020
3565,HD 33142 c,,5.97,,,834.0,,0.05,Msini,0.0,,,1.04,-0.8,,,29.0,-24.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,11.4,2018,0,,,HD 33142,4.45,1.41,K0 III,4978.0,,,,,,Bryan et al. 2016
3566,HD 95089 c,,3.45,,,1785.0,3.33,0.284,Msini,0.0,,,0.14,-0.14,,,32.0,-32.0,0.31,-0.31,Radial Velocity,Ground,W. M. Keck Observatory,,45.1,2018,0,,,HD 95089,5.08,1.54,G8/K0 IV,4918.0,,,,,,Luhn et al. 2019
3567,HD 99706 c,,5.69,,,1278.0,,0.411,Msini,0.0,,,1.43,-0.96,,,151.0,-198.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,13.8,2018,0,,,HD 99706,5.52,1.46,K0,4862.0,,,,,,Bryan et al. 2016
3568,HD 102329 c,,1.52,,,1123.0,,0.209,Msini,0.0,,,0.3,-0.25,,,79.0,-53.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,27.4,2018,0,,,HD 102329,9.82,3.21,K0 III,4745.0,[Fe/H],0.75,-0.75,1.28,-1.28,Bryan et al. 2016
3569,HD 116029 c,,1.27,,,907.0,,0.038,Msini,0.0,,,0.15,-0.15,,,30.0,-29.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,20.7,2018,0,,,HD 116029,4.89,0.83,K0,4819.0,[Fe/H],0.21,-0.21,0.24,-0.24,Bryan et al. 2016
3570,HD 156279 c,,8.6,,,4191.0,,0.231,Msini,0.0,,,0.5,-0.55,,,270.0,-310.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,110.2,2018,0,,,HD 156279,0.95,0.95,G6,5453.0,[Fe/H],0.02,-0.02,0.08,-0.08,Bryan et al. 2016
3571,HD 114783 c,,0.611,,,4319.0,,0.0,Msini,0.0,,,0.056,-0.053,,,151.0,-130.0,,,Radial Velocity,Ground,W. M. Keck Observatory,,9.21,2018,0,,,HD 114783,,0.85,K0,5135.0,[Fe/H],,,0.03,-0.03,Bryan et al. 2016
3572,CI Tau b,,11.6,,50.5,8.9891,,0.25,Mass,0.0,,,2.9,-2.7,6.3,-8.5,0.0202,-0.0202,,,Radial Velocity,Ground,Multiple Observatories,,950.0,2019,0,,,CI Tau,,0.9,K7,,,,,0.02,-0.02,Flagg et al. 2019
3573,HR 5183 b,,3.23,,,27000.0,18.0,0.84,Msini,0.0,,,0.15,-0.14,,,16000.0,-8000.0,6.0,-4.0,Radial Velocity,Ground,Multiple Observatories,,38.25,2019,0,,,HR 5183,1.53,1.07,G0 V,5794.0,[Fe/H],0.06,-0.05,0.04,-0.04,Blunt et al. 2019
3574,HD 14787 b,,1.121,,,676.6,1.7,0.155,Msini,0.0,,,0.069,-0.069,,,8.1,-8.1,0.19,-0.19,Radial Velocity,Ground,W. M. Keck Observatory,,20.7,2018,0,,,HD 14787,5.01,1.43,G5,4946.0,,,,,,Luhn et al. 2019
3575,HD 18015 b,,3.18,,,2278.0,3.87,0.148,Msini,0.0,,,0.23,-0.23,,,71.0,-71.0,0.32,-0.32,Radial Velocity,Ground,W. M. Keck Observatory,,38.0,2018,0,,,HD 18015,3.13,1.49,G6 IV,5603.0,,,,,,Luhn et al. 2019
3577,HD 94834 b,,1.26,,,1576.0,2.74,0.14,Msini,0.0,,,0.17,-0.17,,,76.0,-76.0,0.18,-0.18,Radial Velocity,Ground,W. M. Keck Observatory,,20.7,2018,0,,,HD 94834,4.2,1.11,K0,4798.0,,,,,,Luhn et al. 2019
3578,HD 180053 b,,2.194,,,213.72,0.843,0.081,Msini,0.0,,,0.064,-0.064,,,0.47,-0.47,0.063,-0.063,Radial Velocity,Ground,W. M. Keck Observatory,,51.5,2018,0,,,HD 180053,4.06,1.75,K0,5131.0,,,,,,Luhn et al. 2019
3579,HD 4917 b,,1.615,,,400.5,1.167,0.066,Msini,0.0,,,0.092,-0.092,,,1.7,-1.7,0.065,-0.065,Radial Velocity,Ground,W. M. Keck Observatory,,37.1,2018,0,,,HD 4917,5.01,1.32,K0 III/IV,4802.0,,,,,,Luhn et al. 2019
3584,GJ 3779 b,,0.025169999999999998,,,3.0232,0.026,0.07,Msini,0.0,,,0.00157,-0.00157,,,0.0013,-0.0013,0.001,-0.001,Radial Velocity,Ground,Calar Alto Observatory,,8.61,2018,0,,,GJ 3779,0.28,0.27,M4.0 V,3324.0,[Fe/H],0.01,-0.01,0.02,-0.02,Luque et al. 2018
3585,GJ 1265 b,,0.023280000000000002,,,3.6511,0.026,0.04,Msini,0.0,,,0.00157,-0.00157,,,0.0012,-0.0012,0.001,-0.001,Radial Velocity,Ground,Calar Alto Observatory,,9.89,2018,0,,,GJ 1265,0.19,0.18,M4.5 V,3236.0,[Fe/H],0.01,-0.01,0.02,-0.02,Luque et al. 2018
3598,Kepler-20 g,,0.0628,,,34.94,0.2055,0.15,Msini,0.0,,,0.00969,-0.011359999999999999,,,0.038,-0.035,0.0022,-0.0021,Radial Velocity,Ground,Multiple Observatories,,4.1,2016,0,,,Kepler-20,0.96,0.95,,5495.0,[m/H],0.02,-0.02,0.05,-0.05,Buchhave et al. 2016
3599,NGC 2682 Sand 978 b,,2.18,,,511.21,,0.16,Msini,0.0,,,0.17,-0.17,,,2.04,-2.04,,,Radial Velocity,Ground,Multiple Observatories,,45.48,2017,0,,,NGC 2682 Sand 978,,1.37,K4 III,4200.0,,,,0.02,-0.02,Brucalassi et al. 2017
3600,GJ 3138 b,,0.0056,,,1.22003,0.0197,0.19,Msini,0.0,,,0.00107,-0.0010400000000000001,,,6e-05,-4e-05,0.0005,-0.0005,Radial Velocity,Ground,La Silla Observatory,,1.43,2017,0,,,GJ 3138,0.5,0.68,M0,3717.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3601,GJ 3138 c,,0.01315,,,5.974,0.057,0.11,Msini,0.0,,,0.0019199999999999998,-0.00186,,,0.001,-0.001,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,1.93,2017,0,,,GJ 3138,0.5,0.68,M0,3717.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3602,GJ 3138 d,,0.03304,,,257.8,0.698,0.32,Msini,0.0,,,0.007240000000000001,-0.0066099999999999996,,,3.6,-3.5,0.018,-0.019,Radial Velocity,Ground,La Silla Observatory,,1.47,2017,0,,,GJ 3138,0.5,0.68,M0,3717.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3603,GJ 3323 b,,0.00636,,,5.3636,0.03282,0.23,Msini,0.0,,,0.00082,-0.00079,,,0.0007,-0.0007,0.00054,-0.00056,Radial Velocity,Ground,La Silla Observatory,,2.55,2017,0,,,GJ 3323,0.12,0.16,M4,3159.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3604,GJ 3323 c,,0.00727,,,40.54,0.1264,0.17,Msini,0.0,,,0.00157,-0.0015400000000000001,,,0.21,-0.19,0.0021,-0.0022,Radial Velocity,Ground,La Silla Observatory,,1.49,2017,0,,,GJ 3323,0.12,0.16,M4,3159.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3605,GJ 273 b,,0.00909,,,18.6498,0.091101,0.1,Msini,0.0,,,0.00085,-0.00082,,,0.0059,-0.0052,1.9e-05,-1.7e-05,Radial Velocity,Ground,La Silla Observatory,,1.61,2017,0,,,GJ 273,0.29,0.29,M3.5,3382.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3606,GJ 273 c,,0.00371,,,4.7234,0.036467,0.17,Msini,0.0,,,0.0005,-0.0005,,,0.0004,-0.0004,2e-06,-2e-06,Radial Velocity,Ground,La Silla Observatory,,1.06,2017,0,,,GJ 273,0.29,0.29,M3.5,3382.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3607,GJ 3293 d,,0.02391,,,48.1345,0.19394,0.12,Msini,0.0,,,0.0033,-0.0033,,,0.0628,-0.0661,0.00016999999999999999,-0.00018,Radial Velocity,Ground,La Silla Observatory,,2.42,2017,0,,,GJ 3293,0.4,0.42,M2.5,3466.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3608,GJ 3293 e,,0.010320000000000001,,,13.2543,0.08208,0.21,Msini,0.0,,,0.00201,-0.00201,,,0.0078,-0.0104,2.9999999999999997e-05,-4e-05,Radial Velocity,Ground,La Silla Observatory,,1.6580000000000001,2017,0,,,GJ 3293,0.4,0.42,M2.5,3466.0,[Fe/H],0.03,-0.03,,,Astudillo-Defru et al. 2017
3609,Kepler-19 d,,0.07078999999999999,,,62.95,,0.05,Mass,0.0,,,0.0037799999999999995,-0.01762,,,0.04,-0.3,,,Radial Velocity,Ground,Roque de los Muchachos Observatory,,,2017,0,,,Kepler-19,0.86,0.94,,5544.0,[Fe/H],0.02,-0.02,0.04,-0.04,Malavolta et al. 2017
3614,DMPP-1 b,,0.07636,,,18.57,0.1462,0.083,Msini,0.0,,,0.00365,-0.005,,,0.01,-0.01,0.0012,-0.0012,Radial Velocity,Ground,La Silla Observatory,,5.162000000000001,2019,0,,,DMPP-1,1.26,1.21,F8 V,6196.0,,0.02,-0.02,0.03,-0.03,Staab et al. 2020
3615,DMPP-1 c,,0.0302,,,6.584,0.0733,0.057,Msini,0.0,,,0.0016699999999999998,-0.0049700000000000005,,,0.003,-0.002,0.0006,-0.0007,Radial Velocity,Ground,La Silla Observatory,,2.884,2019,0,,,DMPP-1,1.26,1.21,F8 V,6196.0,,0.02,-0.02,0.03,-0.03,Staab et al. 2020
3616,DMPP-1 d,,0.01054,,,2.882,0.0422,0.07,Msini,0.0,,,0.0012,-0.00107,,,0.001,-0.001,0.0004,-0.0003,Radial Velocity,Ground,La Silla Observatory,,1.3259999999999998,2019,0,,,DMPP-1,1.26,1.21,F8 V,6196.0,,0.02,-0.02,0.03,-0.03,Staab et al. 2020
3617,DMPP-1 e,,0.01299,,,5.516,0.0651,0.07,Msini,0.0,,,0.0020800000000000003,-0.00359,,,0.002,-0.004,0.0005,-0.0005,Radial Velocity,Ground,La Silla Observatory,,1.3159999999999998,2019,0,,,DMPP-1,1.26,1.21,F8 V,6196.0,,0.02,-0.02,0.03,-0.03,Staab et al. 2020
3618,DMPP-2 b,,0.437,,,5.2072,0.0664,0.078,Msini,0.0,,,0.03,-0.059,,,0.0002,-0.0055,0.0005,-0.0005,Radial Velocity,Ground,Multiple Facilities,,40.26,2019,0,,,DMPP-2,1.78,1.44,F5 V,6500.0,,0.09,-0.09,0.03,-0.03,Haswell et al. 2020
3625,GJ 685 b,,0.028319999999999998,,,24.16,0.1344,0.0,Msini,0.0,,,0.00535,-0.00566,,,0.061,-0.047,0.0052,-0.0051,Radial Velocity,Ground,Qatar,,3.0,2019,0,,,GJ 685,0.54,0.55,M0.5,3816.0,[Fe/H],0.05,-0.05,0.06,-0.06,Pinamonti et al. 2019
3627,HD 180617 b,,0.03843,,,105.911,0.343,0.101,Msini,0.0,,,0.0033,-0.0033,,,0.109,-0.109,0.004,-0.004,Radial Velocity,Ground,Calar Alto Observatory,,2.696,2018,0,,,HD 180617,0.48,0.48,M2.5 V,3534.0,[Fe/H],0.01,-0.01,0.02,-0.02,Burt et al. 2020
3628,LSPM J2116+0234 b,,0.04185,,,14.4399,0.0876,0.183,Msini,0.0,,,0.00315,-0.00346,,,0.0078,-0.0087,0.0022,-0.0021,Radial Velocity,Ground,Calar Alto Observatory,,6.26,2019,0,,,LSPM J2116+0234,0.43,0.43,M3.0 V,3475.0,[Fe/H],0.01,-0.01,0.03,-0.03,Lalitha et al. 2019
3637,GJ 3473 c,,0.02331,,,15.509,0.0876,0.0,Msini,0.0,,,0.00286,-0.00271,,,0.033,-0.033,0.0035,-0.0034,Radial Velocity,Ground,Multiple Observatories,,3.75,2020,0,,,GJ 3473,0.36,0.36,M4,3347.0,[Fe/H],0.01,-0.01,0.02,-0.02,Kemmer et al. 2020
3641,HD 110113 c,,0.03304,,,6.744,0.068,0.045,Msini,0.0,,,0.0037799999999999995,-0.0037799999999999995,,,0.008,-0.009,0.001,-0.002,Radial Velocity,Ground,La Silla Observatory,,3.58,2021,0,,,HD 110113,0.97,1.0,G,5732.0,[Fe/H],0.02,-0.02,0.06,-0.06,Osborn et al. 2021
3649,HIP 67537 b,,11.1,,,2556.5,4.91,0.59,Msini,0.0,,,0.4,-1.1,,,99.2,-94.9,0.14,-0.13,Radial Velocity,Ground,Multiple Observatories,,112.7,2017,0,,,HIP 67537,8.69,2.41,K1 III,4985.0,[Fe/H],0.88,-0.88,0.16,-0.16,Jones et al. 2017
3652,HD 27894 c,,0.162,,,36.07,0.198,0.015,Msini,0.0,,,0.011,-0.04,,,0.26,-0.09,0.001,-0.001,Radial Velocity,Ground,La Silla Observatory,,11.57,2017,0,,,HD 27894,,0.8,K2 V,,[Fe/H],,,,,Trifonov et al. 2017
3653,HD 27894 d,,5.415,,,5174.0,5.448,0.389,Msini,0.0,,,0.239,-1.214,,,171.0,-82.0,0.119,-0.058,Radial Velocity,Ground,La Silla Observatory,,79.76,2017,0,,,HD 27894,,0.8,K2 V,,[Fe/H],,,,,Trifonov et al. 2017
3654,TYC 4282-00605-1 b,,10.78,,,101.54,0.422,0.28,Msini,0.0,,,0.12,-0.12,,,0.05,-0.05,0.009,-0.009,Radial Velocity,Ground,Roque de los Muchachos Observatory,,495.2,2017,0,,,TYC 4282-00605-1,16.21,0.97,,4300.0,[Fe/H],4.01,-4.01,0.03,-0.03,Gonz&aacute;lez-&Aacute;lvarez et al. 2017
3657,GJ 1148 c,,0.21414,,,532.58,0.912,0.342,Msini,0.0,,,0.01545,-0.00689,,,4.14,-2.52,0.005,-0.002,Radial Velocity,Ground,Calar Alto Observatory,,11.34,2017,0,,,GJ 1148,0.4,0.35,M4,3264.0,,,,,,Trifonov et al. 2018
3666,Ross 128 b,,0.0044,,,9.8658,0.0496,0.116,Msini,0.0,,,0.00066,-0.00066,,,0.007,-0.007,0.0017,-0.0017,Radial Velocity,Ground,La Silla Observatory,,1.39,2017,0,,,Ross 128,0.2,0.17,M4,3192.0,[M/H],0.01,-0.01,0.02,-0.02,Bonfils et al. 2018
3668,HD 213885 c,,0.06277,,,4.78503,0.056798,0.0,Msini,0.0,,,0.00434,-0.00428,,,0.00056,-0.00051,0.00044,-0.00032,Radial Velocity,Ground,Multiple Observatories,,7.26,2019,0,,,HD 213885,1.1,1.07,G,5978.0,[Fe/H],0.01,-0.01,0.02,-0.02,Espinoza et al. 2020
3675,bet Pic c,,9.0,,90.0,1200.0,2.7,0.24,Mass,0.0,,,,,,,,,,,Radial Velocity,Ground,La Silla Observatory,,,2019,0,,,bet Pic,,1.76,A5 V,,,,,0.18,-0.17,Lagrange et al. 2019
3678,HD 220197 b,,0.2,,,1728.0,2.729,0.187,Msini,0.0,,,0.07,-0.04,,,162.0,-80.0,0.168,-0.085,Radial Velocity,Ground,Roque de los Muchachos Observatory,,3.78,2018,0,,,HD 220197,0.98,0.91,G5,5683.0,[Fe/H],0.02,-0.02,0.02,-0.02,Barbato et al. 2019
3679,HD 233832 b,,1.78,,,2058.0,2.827,0.359,Msini,0.0,,,0.08,-0.06,,,47.0,-40.0,0.045,-0.039,Radial Velocity,Ground,Roque de los Muchachos Observatory,,38.29,2018,0,,,HD 233832,0.68,0.71,G0,4981.0,[Fe/H],0.03,-0.03,0.02,-0.02,Barbato et al. 2019
3685,GJ 887 b,,0.01321,,,9.262,0.068,0.0,Msini,0.0,,,0.0018899999999999998,-0.0018899999999999998,,,0.001,-0.001,0.002,-0.002,Radial Velocity,Ground,La Silla Observatory,,2.1,2020,0,,,GJ 887,0.47,0.49,M1 V,3688.0,[Fe/H],0.09,-0.09,0.05,-0.05,Jeffers et al. 2020
3686,GJ 887 c,,0.02391,,,21.789,0.12,,Msini,0.0,,,0.0037799999999999995,-0.0037799999999999995,,,0.004,-0.005,0.004,-0.004,Radial Velocity,Ground,La Silla Observatory,,2.8,2020,0,,,GJ 887,0.47,0.49,M1 V,3688.0,[Fe/H],0.09,-0.09,0.05,-0.05,Jeffers et al. 2020
3692,WASP-107 c,,0.36,,,1088.0,,0.28,Msini,0.0,,,0.04,-0.04,,,15.0,-16.0,,,Radial Velocity,Ground,Multiple Observatories,,9.6,2020,0,,,WASP-107,0.67,0.68,K6,4425.0,[Fe/H],0.02,-0.02,0.02,-0.02,Piaulet et al. 2020
3705,HD 176986 b,,0.01806,,,6.4898,0.06296,0.066,Msini,0.0,,,0.0020800000000000003,-0.0020800000000000003,,,0.00086,-0.00086,0.00013000000000000002,-0.00013000000000000002,Radial Velocity,Ground,Multiple Observatories,,2.56,2017,0,,,HD 176986,0.78,0.79,K2.5 V,4931.0,[Fe/H],0.04,-0.04,0.02,-0.02,Su&aacute;rez Mascare&ntilde;o et al. 2018
3706,HD 176986 c,,0.02888,,,16.8191,0.11878,0.111,Msini,0.0,,,0.00305,-0.00305,,,0.0044,-0.0044,0.00025,-0.00025,Radial Velocity,Ground,Multiple Observatories,,2.63,2017,0,,,HD 176986,0.78,0.79,K2.5 V,4931.0,[Fe/H],0.04,-0.04,0.02,-0.02,Su&aacute;rez Mascare&ntilde;o et al. 2018
3708,HD 147379 b,,0.08983,,,86.78,0.323,0.07,Msini,0.0,,,0.00469,-0.00456,,,0.16,-0.15,0.005,-0.006,Radial Velocity,Ground,Calar Alto Observatory,,5.83,2017,0,,,HD 147379,,0.6,M1,4156.0,[Fe/H],,,0.07,-0.07,Hobson et al. 2018
3716,HD 238914 b,,6.0,,,4100.0,5.7,0.56,Msini,0.0,,,2.7,-2.7,,,210.0,-210.0,0.9,-0.9,Radial Velocity,Ground,Multiple Observatories,,71.0,2018,0,,,HD 238914,12.73,1.47,K7,4769.0,[Fe/H],3.89,-3.89,0.47,-0.47,Adam&oacute;w et al. 2018
3717,TYC 3318-01333-1 b,,3.42,,,562.0,1.414,0.098,Msini,0.0,,,0.35,-0.35,,,4.1,-4.0,0.063,-0.063,Radial Velocity,Ground,Multiple Observatories,,75.42,2018,0,,,TYC 3318-01333-1,5.9,1.19,,4776.0,[Fe/H],1.0,-1.0,0.14,-0.14,Adam&oacute;w et al. 2018
3745,HD 190007 b,,0.051789999999999996,,,11.72,0.092,0.14,Msini,0.0,,,0.005220000000000001,-0.005220000000000001,,,0.001,-0.001,0.0008,-0.0008,Radial Velocity,Ground,Multiple Observatories,,5.64,2020,0,,,HD 190007,0.79,0.77,K3/4 V,4610.0,[Fe/H],0.04,-0.04,0.02,-0.02,Burt et al. 2020
3746,HD 216520 b,,0.03228,,,35.45,0.198,0.09,Msini,0.0,,,0.0031100000000000004,-0.0031100000000000004,,,0.011,-0.011,0.0004,-0.0004,Radial Velocity,Ground,Multiple Observatories,,2.28,2020,0,,,HD 216520,0.76,0.82,K0 V,5103.0,[Fe/H],0.01,-0.01,0.04,-0.04,Burt et al. 2020
3747,HD 216520 c,,0.0297,,,154.43,0.528,0.12,Msini,0.0,,,0.00513,-0.00513,,,0.44,-0.44,0.01,-0.01,Radial Velocity,Ground,Multiple Observatories,,1.29,2020,0,,,HD 216520,0.76,0.82,K0 V,5103.0,[Fe/H],0.01,-0.01,0.04,-0.04,Burt et al. 2020
3752,K2-111 c,,0.03555,,,15.6785,0.1166,0.07,Msini,0.0,,,0.00346,-0.00346,,,0.0064,-0.0063,0.0025,-0.0025,Radial Velocity,Ground,Multiple Observatories,,3.27,2020,0,,,K2-111,1.25,0.84,G2,5775.0,[Fe/H],0.02,-0.02,0.02,-0.02,Mortier et al. 2020
3753,HD 13808 b,,0.03524,,,14.1815,0.10519,0.071,Msini,0.0,,,0.0037799999999999995,-0.0020800000000000003,,,0.0015,-0.0015,0.00093,-0.0011,Radial Velocity,Ground,La Silla Observatory,,3.67,2021,0,,,HD 13808,0.78,0.77,K2 V,5035.0,[Fe/H],0.02,-0.02,0.02,-0.02,Ahrer et al. 2021
3754,HD 13808 c,,0.03134,,,53.753,0.2554,0.156,Msini,0.0,,,0.00566,-0.00302,,,0.05,-0.082,0.0028,-0.0023,Radial Velocity,Ground,La Silla Observatory,,2.18,2021,0,,,HD 13808,0.78,0.77,K2 V,5035.0,[Fe/H],0.02,-0.02,0.02,-0.02,Ahrer et al. 2021
3780,GJ 3512 b,,0.463,,,203.59,0.338,0.4356,Msini,0.0,,,0.022,-0.023,,,0.14,-0.14,0.008,-0.0084,Radial Velocity,Ground,Calar Alto Observatory,,71.84,2019,0,,,GJ 3512,0.14,0.12,M5.5 V,3081.0,[Fe/H],0.01,-0.01,0.01,-0.01,Morales et al. 2019
3788,HD 20003 b,,0.0367,,,11.8482,0.0974,0.36,Msini,0.0,,,0.0033,-0.0033,,,0.0016,-0.0017,0.0034,-0.0039,Radial Velocity,Ground,La Silla Observatory,,3.84,2019,0,,,HD 20003,,0.88,G8 V,5494.0,[Fe/H],,,,,Udry et al. 2019
3789,HD 20003 c,,0.0454,,,33.9239,0.1964,0.1,Msini,0.0,,,0.0046,-0.0044,,,0.0239,-0.0266,0.0068,-0.0078,Radial Velocity,Ground,La Silla Observatory,,3.15,2019,0,,,HD 20003,,0.88,G8 V,5494.0,[Fe/H],,,,,Udry et al. 2019
3790,HD 20781 b,,0.0061,,,5.3135,0.0529,0.1,Msini,0.0,,,0.0012,-0.0011,,,0.001,-0.001,0.0024,-0.0027,Radial Velocity,Ground,La Silla Observatory,,0.91,2019,0,,,HD 20781,,0.7,K0 V,5256.0,[Fe/H],,,,,Udry et al. 2019
3791,HD 20781 c,,0.0168,,,13.8905,0.1004,0.09,Msini,0.0,,,0.0022,-0.0021,,,0.0033,-0.0034,0.0046,-0.0051,Radial Velocity,Ground,La Silla Observatory,,1.81,2019,0,,,HD 20781,,0.7,K0 V,5256.0,[Fe/H],,,,,Udry et al. 2019
3792,HD 20781 d,,0.0334,,,29.158,0.1647,0.11,Msini,0.0,,,0.0038,-0.0037,,,0.0102,-0.01,0.0076,-0.0083,Radial Velocity,Ground,La Silla Observatory,,2.82,2019,0,,,HD 20781,,0.7,K0 V,5256.0,[Fe/H],,,,,Udry et al. 2019
3793,HD 20781 e,,0.0442,,,85.5073,0.3374,0.06,Msini,0.0,,,0.0049,-0.0049,,,0.0983,-0.0947,0.0155,-0.017,Radial Velocity,Ground,La Silla Observatory,,2.6,2019,0,,,HD 20781,,0.7,K0 V,5256.0,[Fe/H],,,,,Udry et al. 2019
3794,HD 21693 b,,0.0259,,,22.6786,0.1455,0.12,Msini,0.0,,,0.0034,-0.0033,,,0.0085,-0.0087,0.0058,-0.0063,Radial Velocity,Ground,La Silla Observatory,,2.2,2019,0,,,HD 21693,,0.8,G8 V,5430.0,[Fe/H],,,,,Udry et al. 2019
3795,HD 21693 c,,0.0547,,,53.7357,0.2586,0.07,Msini,0.0,,,0.0056,-0.0056,,,0.0312,-0.0309,0.0103,-0.0113,Radial Velocity,Ground,La Silla Observatory,,3.44,2019,0,,,HD 21693,,0.8,G8 V,5430.0,[Fe/H],,,,,Udry et al. 2019
3796,HD 31527 b,,0.0329,,,16.5535,0.1254,0.1,Msini,0.0,,,0.0028,-0.0028,,,0.0034,-0.0035,0.0041,-0.0045,Radial Velocity,Ground,La Silla Observatory,,2.72,2019,0,,,HD 31527,,0.96,G2 V,5898.0,[Fe/H],,,,,Udry et al. 2019
3797,HD 31527 c,,0.0445,,,51.2053,0.2663,0.04,Msini,0.0,,,0.004,-0.0039,,,0.0373,-0.0368,0.0088,-0.0095,Radial Velocity,Ground,La Silla Observatory,,2.51,2019,0,,,HD 31527,,0.96,G2 V,5898.0,[Fe/H],,,,,Udry et al. 2019
3798,HD 31527 d,,0.0372,,,271.6737,0.8098,0.24,Msini,0.0,,,0.0053,-0.0052,,,2.1135,-2.2471,0.0273,-0.0293,Radial Velocity,Ground,La Silla Observatory,,1.25,2019,0,,,HD 31527,,0.96,G2 V,5898.0,[Fe/H],,,,,Udry et al. 2019
3813,HD 4760 b,,13.9,,,434.0,1.14,0.23,Msini,0.0,,,2.4,-2.4,,,3.0,-3.0,0.08,-0.08,Radial Velocity,Ground,Multiple Observatories,,370.0,2021,0,,,HD 4760,42.4,1.05,K2,4076.0,[Fe/H],9.2,-9.2,0.19,-0.19,Niedzielski et al. 2021
3814,HD 96992 b,,1.14,,,514.0,1.24,0.41,Msini,0.0,,,0.31,-0.31,,,4.0,-4.0,0.05,-0.05,Radial Velocity,Ground,Multiple Observatories,,33.0,2021,0,,,HD 96992,7.43,0.96,K0,4725.0,[Fe/H],1.1,-1.1,0.09,-0.09,Niedzielski et al. 2021
3815,TYC 0434-04538-1 b,,6.1,,,193.2,0.66,0.08,Msini,0.0,,,0.7,-0.7,,,0.4,-0.4,0.04,-0.04,Radial Velocity,Ground,Multiple Observatories,,209.0,2021,0,,,TYC 0434-04538-1,9.99,1.04,,4679.0,[Fe/H],1.6,-1.6,0.15,-0.15,Niedzielski et al. 2021
3821,HD 34445 c,,0.168,,,214.67,0.7181,0.036,Msini,0.0,,,0.016,-0.016,,,0.45,-0.45,0.0049,-0.0049,Radial Velocity,Ground,Multiple Observatories,,5.45,2017,0,,,HD 34445,1.38,1.14,G0 V,5879.0,[Fe/H],0.02,-0.02,0.09,-0.09,Vogt et al. 2017
3836,HD 45184 b,,0.0384,,,5.8854,0.0644,0.07,Msini,0.0,,,0.0033,-0.0032,,,0.0003,-0.0003,0.002,-0.0021,Radial Velocity,Ground,La Silla Observatory,,4.26,2019,0,,,HD 45184,,1.03,G1.5 V,5869.0,[Fe/H],,,,,Udry et al. 2019
3837,HD 45184 c,,0.0277,,,13.1354,0.11,0.07,Msini,0.0,,,0.0034,-0.0032,,,0.0026,-0.0025,0.0034,-0.0036,Radial Velocity,Ground,La Silla Observatory,,2.36,2019,0,,,HD 45184,,1.03,G1.5 V,5869.0,[Fe/H],,,,,Udry et al. 2019
